date,city,temperature,humidity,precipitation
2024-08-13,Los Angeles,9.7,87.0,5.8
2024-08-14,Los Angeles,11.3,86.0,0.0
2024-08-15,Los Angeles,15.6,75.0,0.0
2024-08-16,Los Angeles,17.9,68.0,0.0
2024-08-17,Los Angeles,16.8,72.0,1.4
2024-08-18,Los Angeles,10.6,84.0,3.6
2024-08-19,Los Angeles,8.6,87.0,3.8
2024-08-20,Los Angeles,12.3,80.0,0.0
2024-08-21,Los Angeles,6.5,95.0,2.2
2024-08-22,Los Angeles,12.7,83.0,0.0
2024-08-23,Los Angeles,11.2,82.0,7.8
2024-08-24,Los Angeles,10.2,89.0,1.8
2024-08-25,Los Angeles,6.7,91.0,0.0
2024-08-26,Los Angeles,12.9,86.0,0.0
2024-08-27,Los Angeles,9.7,88.0,2.0
2024-08-28,Los Angeles,7.7,90.0,0.0
2024-08-29,Los Angeles,2.5,95.0,3.5
2024-08-30,Los Angeles,11.0,76.0,0.0
2024-08-31,Los Angeles,16.3,68.0,0.0
2024-09-01,Los Angeles,15.9,68.0,0.5
2024-09-02,Los Angeles,9.5,88.0,2.5
2024-09-03,Los Angeles,9.0,95.0,4.0
2024-09-04,Los Angeles,12.2,93.0,0.0
2024-09-05,Los Angeles,7.7,94.0,0.0
2024-09-06,Los Angeles,11.6,85.0,9.8
2024-09-07,Los Angeles,12.9,71.0,0.0
2024-09-08,Los Angeles,14.2,75.0,0.0
2024-09-09,Los Angeles,10.2,82.0,0.0
2024-09-10,Los Angeles,9.8,83.0,0.0
2024-09-11,Los Angeles,7.8,90.0,0.0
2024-09-12,Los Angeles,7.9,88.0,0.0
2024-09-13,Los Angeles,9.7,77.0,0.0
2024-09-14,Los Angeles,11.4,87.0,5.6
2024-09-15,Los Angeles,13.0,75.0,0.0
2024-09-16,Los Angeles,7.8,92.0,5.9
2024-09-17,Los Angeles,14.7,87.0,0.0
2024-09-18,Los Angeles,9.3,83.0,0.0
2024-09-19,Los Angeles,10.1,73.0,0.0
2024-09-20,Los Angeles,7.9,89.0,0.0
2024-09-21,Los Angeles,2.8,95.0,6.3
2024-09-22,Los Angeles,12.7,90.0,0.0
2024-09-23,Los Angeles,12.3,75.0,3.6
2024-09-24,Los Angeles,9.2,90.0,0.0
2024-09-25,Los Angeles,10.2,83.0,0.4
2024-09-26,Los Angeles,11.6,82.0,0.1
2024-09-27,Los Angeles,5.3,95.0,0.9
2024-09-28,Los Angeles,8.4,82.0,11.1
2024-09-29,Los Angeles,12.4,83.0,0.0
2024-09-30,Los Angeles,6.2,95.0,2.2
2024-10-01,Los Angeles,10.9,90.0,0.0
2024-10-02,Los Angeles,5.9,95.0,0.0
2024-10-03,Los Angeles,11.4,85.0,0.0
2024-10-04,Los Angeles,9.9,84.0,0.0
2024-10-05,Los Angeles,5.2,95.0,0.0
2024-10-06,Los Angeles,13.5,77.0,0.0
2024-10-07,Los Angeles,7.9,93.0,2.5
2024-10-08,Los Angeles,7.6,89.0,1.3
2024-10-09,Los Angeles,10.7,86.0,0.0
2024-10-10,Los Angeles,13.6,79.0,0.0
2024-10-11,Los Angeles,7.1,95.0,0.0
2024-10-12,Los Angeles,10.4,85.0,0.0
2024-10-13,Los Angeles,11.5,74.0,0.0
2024-10-14,Los Angeles,12.3,88.0,0.0
2024-10-15,Los Angeles,10.8,80.0,0.0
2024-10-16,Los Angeles,9.2,84.0,6.0
2024-10-17,Los Angeles,7.9,87.0,0.0
2024-10-18,Los Angeles,10.6,92.0,0.9
2024-10-19,Los Angeles,7.2,81.0,0.0
2024-10-20,Los Angeles,1.7,95.0,0.0
2024-10-21,Los Angeles,11.8,88.0,10.2
2024-10-22,Los Angeles,13.3,81.0,5.0
2024-10-23,Los Angeles,3.5,95.0,3.8
2024-10-24,Los Angeles,7.7,92.0,0.0
2024-10-25,Los Angeles,12.6,83.0,0.0
2024-10-26,Los Angeles,17.0,75.0,0.0
2024-10-27,Los Angeles,10.9,87.0,0.0
2024-10-28,Los Angeles,8.7,89.0,0.0
2024-10-29,Los Angeles,10.4,84.0,5.9
2024-10-30,Los Angeles,15.2,75.0,0.0
2024-10-31,Los Angeles,9.2,87.0,0.0
2024-11-01,Los Angeles,8.8,94.0,0.0
2024-11-02,Los Angeles,9.8,89.0,1.1
2024-11-03,Los Angeles,8.5,74.0,0.0
2024-11-04,Los Angeles,11.8,86.0,0.0
2024-11-05,Los Angeles,16.4,74.0,0.0
2024-11-06,Los Angeles,12.6,81.0,0.0
2024-11-07,Los Angeles,10.9,82.0,0.4
2024-11-08,Los Angeles,10.9,90.0,3.2
2024-11-09,Los Angeles,7.2,95.0,0.0
2024-11-10,Los Angeles,14.6,73.0,5.0
2024-11-11,Los Angeles,11.8,84.0,0.0
2024-11-12,Los Angeles,11.6,78.0,0.0
2024-11-13,Los Angeles,21.8,56.0,0.1
2024-11-14,Los Angeles,13.2,76.0,0.0
2024-11-15,Los Angeles,10.1,90.0,3.8
2024-11-16,Los Angeles,11.2,88.0,9.0
2024-11-17,Los Angeles,16.0,76.0,0.0
2024-11-18,Los Angeles,13.0,84.0,9.3
2024-11-19,Los Angeles,8.5,92.0,3.3
2024-11-20,Los Angeles,15.7,71.0,0.0
2024-11-21,Los Angeles,11.0,86.0,0.0
2024-11-22,Los Angeles,18.8,72.0,3.0
2024-11-23,Los Angeles,16.5,77.0,0.0
2024-11-24,Los Angeles,12.0,88.0,0.0
2024-11-25,Los Angeles,17.3,75.0,0.0
2024-11-26,Los Angeles,13.8,80.0,0.0
2024-11-27,Los Angeles,16.3,79.0,0.0
2024-11-28,Los Angeles,15.3,75.0,0.0
2024-11-29,Los Angeles,11.4,79.0,0.0
2024-11-30,Los Angeles,12.1,81.0,0.0
2024-12-01,Los Angeles,17.3,68.0,0.0
2024-12-02,Los Angeles,13.3,76.0,0.0
2024-12-03,Los Angeles,13.2,79.0,0.0
2024-12-04,Los Angeles,11.7,79.0,0.0
2024-12-05,Los Angeles,15.9,73.0,0.0
2024-12-06,Los Angeles,21.0,55.0,0.0
2024-12-07,Los Angeles,11.7,84.0,0.0
2024-12-08,Los Angeles,15.1,76.0,0.0
2024-12-09,Los Angeles,19.4,63.0,0.0
2024-12-10,Los Angeles,15.1,79.0,2.4
2024-12-11,Los Angeles,16.8,77.0,0.0
2024-12-12,Los Angeles,12.4,73.0,0.0
2024-12-13,Los Angeles,17.0,68.0,29.4
2024-12-14,Los Angeles,15.3,72.0,0.0
2024-12-15,Los Angeles,18.9,63.0,0.0
2024-12-16,Los Angeles,19.7,71.0,0.0
2024-12-17,Los Angeles,24.0,57.0,2.2
2024-12-18,Los Angeles,18.1,68.0,0.0
2024-12-19,Los Angeles,17.5,61.0,0.0
2024-12-20,Los Angeles,17.2,75.0,0.0
2024-12-21,Los Angeles,15.7,68.0,0.0
2024-12-22,Los Angeles,17.9,70.0,0.0
2024-12-23,Los Angeles,16.2,75.0,5.3
2024-12-24,Los Angeles,17.7,77.0,0.0
2024-12-25,Los Angeles,21.3,57.0,0.0
2024-12-26,Los Angeles,14.4,62.0,0.0
2024-12-27,Los Angeles,21.0,65.0,0.0
2024-12-28,Los Angeles,21.7,72.0,0.0
2024-12-29,Los Angeles,17.5,77.0,0.0
2024-12-30,Los Angeles,11.6,84.0,0.0
2024-12-31,Los Angeles,16.3,71.0,0.0
2024-01-01,Chicago,8.1,77.0,0.0
2024-01-02,Chicago,10.9,70.0,0.0
2024-01-03,Chicago,12.3,57.0,0.0
2024-01-04,Chicago,15.6,54.0,0.0
2024-01-05,Chicago,13.7,62.0,0.0
2024-01-06,Chicago,14.2,62.0,0.0
2024-01-07,Chicago,12.4,60.0,0.0
2024-01-08,Chicago,16.7,69.0,10.4
2024-01-09,Chicago,14.0,70.0,0.0
2024-01-10,Chicago,10.5,72.0,0.0
2024-01-11,Chicago,17.6,55.0,0.0
2024-01-12,Chicago,15.8,57.0,0.0
2024-01-13,Chicago,12.7,60.0,0.0
2024-01-14,Chicago,12.9,65.0,0.0
2024-01-15,Chicago,15.5,60.0,0.0
2024-01-16,Chicago,16.3,51.0,0.0
2024-01-17,Chicago,15.8,60.0,0.0
2024-01-18,Chicago,16.4,56.0,0.0
2024-01-19,Chicago,20.9,39.0,0.0
2024-01-20,Chicago,19.3,47.0,0.0
2024-01-21,Chicago,16.9,54.0,0.0
2024-01-22,Chicago,19.5,60.0,0.0
2024-01-23,Chicago,13.8,65.0,0.0
2024-01-24,Chicago,18.4,46.0,0.0
2024-01-25,Chicago,22.9,47.0,0.0
2024-01-26,Chicago,17.1,48.0,0.0
2024-01-27,Chicago,15.5,64.0,0.0
2024-01-28,Chicago,16.4,55.0,0.0
2024-01-29,Chicago,15.3,59.0,0.0
2024-01-30,Chicago,16.5,64.0,0.0
2024-01-31,Chicago,18.0,47.0,0.0
2024-02-01,Chicago,15.2,53.0,0.0
2024-02-02,Chicago,19.7,48.0,0.0
2024-02-03,Chicago,22.7,50.0,0.0
2024-02-04,Chicago,17.5,47.0,0.0
2024-02-05,Chicago,25.0,26.0,0.0
2024-02-06,Chicago,22.2,43.0,0.0
2024-02-07,Chicago,24.0,45.0,0.0
2024-02-08,Chicago,19.2,58.0,0.0
2024-02-09,Chicago,24.0,40.0,0.0
2024-02-10,Chicago,18.4,51.0,0.0
2024-02-11,Chicago,24.6,47.0,0.0
2024-02-12,Chicago,22.7,35.0,0.0
2024-02-13,Chicago,24.0,40.0,0.0
2024-02-14,Chicago,19.1,53.0,0.0
2024-02-15,Chicago,20.1,52.0,0.0
2024-02-16,Chicago,24.8,38.0,0.0
2024-02-17,Chicago,20.4,49.0,0.0
2024-02-18,Chicago,24.8,28.0,0.0
2024-02-19,Chicago,19.5,48.0,0.0
2024-02-20,Chicago,26.4,39.0,0.0
2024-02-21,Chicago,20.3,44.0,0.0
2024-02-22,Chicago,25.9,39.0,0.0
2024-02-23,Chicago,26.3,40.0,0.0
2024-02-24,Chicago,22.5,43.0,0.0
2024-02-25,Chicago,26.5,38.0,0.0
2024-02-26,Chicago,25.7,34.0,0.0
2024-02-27,Chicago,23.5,42.0,0.0
2024-02-28,Chicago,22.3,49.0,0.0
2024-02-29,Chicago,19.6,52.0,0.0
2024-03-01,Chicago,26.7,34.0,0.0
2024-03-02,Chicago,21.1,49.0,0.0
2024-03-03,Chicago,26.2,41.0,0.0
2024-03-04,Chicago,25.3,29.0,0.0
2024-03-05,Chicago,28.2,39.0,0.0
2024-03-06,Chicago,25.4,37.0,0.0
2024-03-07,Chicago,25.5,41.0,0.0
2024-03-08,Chicago,28.8,38.0,0.0
2024-03-09,Chicago,27.7,28.0,0.0
2024-03-10,Chicago,27.8,31.0,0.0
2024-03-11,Chicago,28.3,32.0,0.0
2024-03-12,Chicago,22.4,41.0,0.0
2024-03-13,Chicago,29.4,40.0,0.0
2024-03-14,Chicago,29.0,28.0,0.0
2024-03-15,Chicago,24.3,39.0,0.0
2024-03-16,Chicago,26.7,38.0,0.0
2024-03-17,Chicago,27.3,29.0,0.0
2024-03-18,Chicago,27.1,34.0,0.0
2024-03-19,Chicago,28.6,34.0,0.0
2024-03-20,Chicago,32.0,24.0,0.0
2024-03-21,Chicago,31.0,28.0,0.0
2024-03-22,Chicago,23.8,40.0,0.0
2024-03-23,Chicago,29.7,23.0,0.0
2024-03-24,Chicago,31.8,28.0,0.0
2024-03-25,Chicago,29.1,41.0,0.0
2024-03-26,Chicago,31.2,28.0,0.0
2024-03-27,Chicago,34.0,23.0,0.0
2024-03-28,Chicago,31.0,31.0,0.0
2024-03-29,Chicago,28.7,26.0,0.0
2024-03-30,Chicago,31.1,36.0,0.0
2024-03-31,Chicago,28.4,34.0,0.0
2024-04-01,Chicago,28.1,42.0,0.0
2024-04-02,Chicago,26.9,32.0,0.0
2024-04-03,Chicago,32.7,34.0,0.0
2024-04-04,Chicago,25.5,43.0,0.0
2024-04-05,Chicago,32.5,28.0,0.0
2024-04-06,Chicago,29.4,32.0,0.0
2024-04-07,Chicago,23.7,41.0,0.0
2024-04-08,Chicago,28.9,38.0,0.0
2024-04-09,Chicago,21.5,48.0,0.0
2024-04-10,Chicago,29.6,21.0,0.0
2024-04-11,Chicago,30.3,24.0,0.0
2024-04-12,Chicago,25.9,37.0,0.0
2024-04-13,Chicago,27.9,36.0,0.0
2024-04-14,Chicago,33.4,23.0,0.0
2024-04-15,Chicago,25.9,44.0,0.0
2024-04-16,Chicago,24.2,32.0,0.0
2024-04-17,Chicago,31.7,27.0,0.0
2024-04-18,Chicago,33.1,20.0,0.0
2024-04-19,Chicago,27.1,40.0,0.0
2024-04-20,Chicago,30.0,30.0,0.0
2024-04-21,Chicago,30.9,30.0,0.0
2024-04-22,Chicago,24.5,37.0,0.0
2024-04-23,Chicago,25.2,46.0,0.0
2024-04-24,Chicago,30.2,35.0,0.0
2024-04-25,Chicago,31.4,30.0,0.0
2024-04-26,Chicago,27.9,33.0,0.0
2024-04-27,Chicago,23.5,46.0,0.0
2024-04-28,Chicago,31.9,23.0,0.0
2024-04-29,Chicago,24.2,46.0,0.0
2024-04-30,Chicago,24.7,49.0,0.0
2024-05-01,Chicago,26.6,42.0,0.0
2024-05-02,Chicago,30.0,26.0,0.0
2024-05-03,Chicago,27.8,36.0,0.0
2024-05-04,Chicago,26.3,31.0,0.0
2024-05-05,Chicago,26.3,40.0,0.0
2024-05-06,Chicago,24.8,43.0,0.0
2024-05-07,Chicago,26.2,28.0,0.0
2024-05-08,Chicago,16.7,51.0,0.0
2024-05-09,Chicago,23.3,42.0,0.0
2024-05-10,Chicago,24.7,39.0,0.0
2024-05-11,Chicago,20.3,43.0,0.0
2024-05-12,Chicago,24.7,43.0,0.0
2024-05-13,Chicago,22.7,46.0,0.0
2024-05-14,Chicago,28.4,32.0,0.0
2024-05-15,Chicago,27.6,31.0,0.0
2024-05-16,Chicago,21.3,53.0,0.0
2024-05-17,Chicago,22.0,54.0,0.0
2024-05-18,Chicago,22.0,44.0,0.0
2024-05-19,Chicago,20.7,46.0,0.0
2024-05-20,Chicago,22.4,48.0,0.0
2024-05-21,Chicago,19.3,50.0,0.0
2024-05-22,Chicago,17.9,53.0,0.0
2024-05-23,Chicago,22.9,48.0,0.0
2024-05-24,Chicago,22.7,35.0,0.0
2024-05-25,Chicago,18.2,60.0,10.1
2024-05-26,Chicago,23.0,44.0,0.0
2024-05-27,Chicago,18.2,52.0,0.0
2024-05-28,Chicago,20.6,48.0,0.0
2024-05-29,Chicago,22.0,46.0,0.0
2024-05-30,Chicago,19.2,43.0,0.0
2024-05-31,Chicago,20.4,57.0,0.0
2024-06-01,Chicago,17.2,56.0,0.0
2024-06-02,Chicago,17.9,56.0,0.0
2024-06-03,Chicago,17.6,60.0,0.0
2024-06-04,Chicago,15.7,54.0,0.0
2024-06-05,Chicago,17.1,58.0,0.0
2024-06-06,Chicago,12.7,63.0,0.0
2024-06-07,Chicago,15.6,63.0,0.0
2024-06-08,Chicago,15.9,47.0,0.0
2024-06-09,Chicago,15.7,58.0,0.0
2024-06-10,Chicago,15.5,56.0,0.0
2024-06-11,Chicago,15.7,61.0,0.0
2024-06-12,Chicago,17.1,58.0,0.0
2024-06-13,Chicago,18.0,51.0,0.0
2024-06-14,Chicago,13.1,60.0,0.0
2024-06-15,Chicago,11.1,67.0,0.0
2024-06-16,Chicago,11.3,63.0,1.8
2024-06-17,Chicago,12.7,69.0,0.0
2024-06-18,Chicago,12.8,63.0,0.0
2024-06-19,Chicago,11.2,53.0,0.0
2024-06-20,Chicago,9.3,69.0,0.0
2024-06-21,Chicago,11.6,62.0,0.0
2024-06-22,Chicago,13.2,56.0,1.7
2024-06-23,Chicago,14.1,56.0,0.0
2024-06-24,Chicago,10.3,70.0,2.4
2024-06-25,Chicago,10.5,76.0,10.4
2024-06-26,Chicago,8.6,74.0,0.0
2024-06-27,Chicago,11.0,65.0,0.0
2024-06-28,Chicago,8.2,76.0,0.0
2024-06-29,Chicago,12.2,63.0,0.0
2024-06-30,Chicago,4.8,77.0,0.0
2024-07-01,Chicago,8.8,67.0,0.0
2024-07-02,Chicago,10.4,60.0,1.8
2024-07-03,Chicago,9.8,68.0,1.8
2024-07-04,Chicago,17.0,57.0,0.0
2024-07-05,Chicago,9.7,70.0,0.0
2024-07-06,Chicago,5.3,77.0,0.0
2024-07-07,Chicago,7.7,70.0,0.0
2024-07-08,Chicago,2.4,88.0,0.0
2024-07-09,Chicago,7.1,69.0,0.7
2024-07-10,Chicago,4.6,85.0,0.4
2024-07-11,Chicago,9.5,66.0,0.0
2024-07-12,Chicago,4.8,77.0,0.0
2024-07-13,Chicago,5.8,71.0,0.0
2024-07-14,Chicago,3.9,80.0,3.9
2024-07-15,Chicago,10.8,73.0,0.0
2024-07-16,Chicago,4.3,84.0,0.0
2024-07-17,Chicago,10.5,74.0,1.4
2024-07-18,Chicago,7.1,78.0,0.0
2024-07-19,Chicago,5.8,73.0,0.0
2024-07-20,Chicago,5.2,78.0,0.0
2024-07-21,Chicago,5.0,76.0,0.1
2024-07-22,Chicago,-2.3,95.0,0.0
2024-07-23,Chicago,2.4,79.0,0.0
2024-07-24,Chicago,5.5,84.0,0.0
2024-07-25,Chicago,2.5,89.0,0.0
2024-07-26,Chicago,-1.9,95.0,0.0
2024-07-27,Chicago,1.9,84.0,0.0
2024-07-28,Chicago,6.9,80.0,0.0
2024-07-29,Chicago,5.3,91.0,0.0
2024-07-30,Chicago,1.1,85.0,1.7
2024-07-31,Chicago,3.8,75.0,0.0
2024-08-01,Chicago,-0.4,81.0,2.5
2024-08-02,Chicago,-4.7,95.0,3.9
2024-08-03,Chicago,-2.6,86.0,0.0
2024-08-04,Chicago,4.6,79.0,0.0
2024-08-05,Chicago,-1.1,94.0,0.0
2024-08-06,Chicago,-1.3,94.0,0.0
2024-08-07,Chicago,-1.7,95.0,3.5
2024-08-08,Chicago,4.6,82.0,0.0
2024-08-09,Chicago,3.6,89.0,0.0
2024-08-10,Chicago,5.1,75.0,5.2
2024-08-11,Chicago,-2.3,91.0,0.8
2024-08-12,Chicago,-1.1,88.0,0.0
2024-08-13,Chicago,-6.8,95.0,0.0
2024-08-14,Chicago,2.0,91.0,0.0
2024-08-15,Chicago,-6.2,95.0,0.0
2024-08-16,Chicago,-2.3,95.0,0.2
2024-08-17,Chicago,-6.4,95.0,1.6
2024-08-18,Chicago,-5.1,95.0,0.0
2024-08-19,Chicago,-6.1,95.0,0.0
2024-08-20,Chicago,-5.6,95.0,2.2
2024-08-21,Chicago,-5.6,95.0,0.2
2024-08-22,Chicago,-5.8,93.0,0.0
2024-08-23,Chicago,-1.8,91.0,0.0
2024-08-24,Chicago,-7.8,95.0,14.8
2024-08-25,Chicago,-4.0,95.0,0.0
2024-08-26,Chicago,-1.2,87.0,0.0
2024-08-27,Chicago,-6.6,95.0,0.0
2024-08-28,Chicago,-7.4,95.0,19.9
2024-08-29,Chicago,-6.1,95.0,0.0
2024-08-30,Chicago,-2.0,95.0,7.5
2024-08-31,Chicago,-5.1,95.0,2.1
2024-09-01,Chicago,-7.4,95.0,0.0
2024-09-02,Chicago,-4.5,95.0,0.0
2024-09-03,Chicago,-9.4,95.0,0.8
2024-09-04,Chicago,-4.2,95.0,0.0
2024-09-05,Chicago,-5.2,95.0,0.0
2024-09-06,Chicago,-7.4,95.0,0.0
2024-09-07,Chicago,-9.2,95.0,0.0
2024-09-08,Chicago,-9.4,95.0,0.0
2024-09-09,Chicago,-5.3,94.0,0.0
2024-09-10,Chicago,-3.3,95.0,2.0
2024-09-11,Chicago,-9.0,95.0,1.9
2024-09-12,Chicago,-5.8,95.0,5.0
2024-09-13,Chicago,-13.5,95.0,0.0
2024-09-14,Chicago,-9.1,95.0,0.0
2024-09-15,Chicago,-7.5,95.0,4.5
2024-09-16,Chicago,-10.2,95.0,8.4
2024-09-17,Chicago,-10.4,95.0,0.0
2024-09-18,Chicago,-9.6,95.0,0.7
2024-09-19,Chicago,-6.8,95.0,0.0
2024-09-20,Chicago,-8.3,95.0,1.4
2024-09-21,Chicago,-14.5,95.0,0.0
2024-09-22,Chicago,-14.2,95.0,0.0
2024-09-23,Chicago,-9.7,95.0,4.6
2024-09-24,Chicago,-6.5,94.0,0.0
2024-09-25,Chicago,-16.2,95.0,2.3
2024-09-26,Chicago,-9.5,95.0,0.0
2024-09-27,Chicago,-9.6,95.0,0.0
2024-09-28,Chicago,-3.8,95.0,3.2
2024-09-29,Chicago,-9.2,95.0,0.0
2024-09-30,Chicago,-6.9,95.0,0.0
2024-10-01,Chicago,-7.6,95.0,0.6
2024-10-02,Chicago,-14.4,95.0,10.8
2024-10-03,Chicago,-5.7,95.0,0.0
2024-10-04,Chicago,-7.3,95.0,0.0
2024-10-05,Chicago,-6.4,95.0,0.0
2024-10-06,Chicago,3.9,82.0,0.0
2024-10-07,Chicago,-14.1,95.0,0.0
2024-10-08,Chicago,-2.6,95.0,0.3
2024-10-09,Chicago,-8.6,95.0,0.0
2024-10-10,Chicago,-6.9,95.0,0.0
2024-10-11,Chicago,-7.8,95.0,0.0
2024-10-12,Chicago,-8.9,95.0,0.4
2024-10-13,Chicago,-9.2,95.0,0.8
2024-10-14,Chicago,-6.5,95.0,1.8
2024-10-15,Chicago,-11.9,95.0,0.5
2024-10-16,Chicago,-5.0,95.0,12.1
2024-10-17,Chicago,-8.5,95.0,0.0
2024-10-18,Chicago,-10.5,95.0,0.0
2024-10-19,Chicago,-8.4,95.0,0.7
2024-10-20,Chicago,-3.1,95.0,0.0
2024-10-21,Chicago,-8.4,95.0,13.0
2024-10-22,Chicago,-5.6,95.0,0.9
2024-10-23,Chicago,-8.8,95.0,16.9
2024-10-24,Chicago,-4.2,95.0,0.0
2024-10-25,Chicago,-4.3,94.0,6.8
2024-10-26,Chicago,-0.6,91.0,4.0
2024-10-27,Chicago,-6.6,92.0,10.8
2024-10-28,Chicago,-3.9,95.0,0.0
2024-10-29,Chicago,-5.5,93.0,3.8
2024-10-30,Chicago,-1.7,95.0,0.0
2024-10-31,Chicago,-7.6,95.0,0.0
2024-11-01,Chicago,-3.1,95.0,0.0
2024-11-02,Chicago,-5.7,95.0,0.0
2024-11-03,Chicago,-5.2,95.0,2.3
2024-11-04,Chicago,-4.5,95.0,7.1
2024-11-05,Chicago,-3.9,85.0,0.0
2024-11-06,Chicago,-4.8,95.0,0.0
2024-11-07,Chicago,-3.6,95.0,0.0
2024-11-08,Chicago,0.7,83.0,0.0
2024-11-09,Chicago,-0.9,86.0,0.0
2024-11-10,Chicago,-1.0,95.0,0.0
2024-11-11,Chicago,-4.8,95.0,0.0
2024-11-12,Chicago,-5.9,95.0,0.0
2024-11-13,Chicago,-0.2,95.0,1.3
2024-11-14,Chicago,-0.2,92.0,0.0
2024-11-15,Chicago,1.8,82.0,12.6
2024-11-16,Chicago,-4.2,95.0,2.8
2024-11-17,Chicago,-2.8,91.0,0.0
2024-11-18,Chicago,-6.8,95.0,16.3
2024-11-19,Chicago,-2.9,95.0,2.9
2024-11-20,Chicago,1.6,90.0,3.4
2024-11-21,Chicago,-2.6,95.0,0.0
2024-11-22,Chicago,1.0,95.0,0.0
2024-11-23,Chicago,-1.3,93.0,0.0
2024-11-24,Chicago,0.5,83.0,7.2
2024-11-25,Chicago,-3.6,95.0,0.0
2024-11-26,Chicago,0.3,95.0,0.0
2024-11-27,Chicago,-8.7,95.0,2.8
2024-11-28,Chicago,0.0,88.0,0.0
2024-11-29,Chicago,-4.0,95.0,2.3
2024-11-30,Chicago,4.7,80.0,0.0
2024-12-01,Chicago,3.7,78.0,0.0
2024-12-02,Chicago,3.1,89.0,0.0
2024-12-03,Chicago,6.5,89.0,6.8
2024-12-04,Chicago,-0.6,92.0,0.0
2024-12-05,Chicago,7.7,70.0,0.0
2024-12-06,Chicago,5.6,71.0,0.0
2024-12-07,Chicago,2.3,87.0,0.0
2024-12-08,Chicago,6.8,82.0,0.0
2024-12-09,Chicago,0.3,92.0,5.6
2024-12-10,Chicago,1.5,87.0,0.0
2024-12-11,Chicago,2.4,82.0,0.0
2024-12-12,Chicago,2.9,79.0,0.0
2024-12-13,Chicago,1.6,91.0,5.0
2024-12-14,Chicago,8.8,77.0,0.0
2024-12-15,Chicago,4.6,73.0,0.0
2024-12-16,Chicago,6.8,84.0,0.0
2024-12-17,Chicago,4.3,84.0,0.0
2024-12-18,Chicago,0.8,95.0,0.0
2024-12-19,Chicago,7.4,68.0,0.0
2024-12-20,Chicago,1.2,81.0,0.0
2024-12-21,Chicago,7.0,75.0,0.0
2024-12-22,Chicago,3.4,86.0,17.1
2024-12-23,Chicago,13.8,71.0,0.0
2024-12-24,Chicago,10.9,72.0,0.0
2024-12-25,Chicago,8.8,71.0,0.0
2024-12-26,Chicago,12.6,60.0,0.0
2024-12-27,Chicago,6.5,83.0,0.0
2024-12-28,Chicago,11.0,63.0,0.0
2024-12-29,Chicago,10.3,78.0,6.1
2024-12-30,Chicago,10.8,67.0,0.0
2024-12-31,Chicago,14.1,70.0,0.0
2024-01-01,Miami,24.3,74.0,1.8
2024-01-02,Miami,24.2,70.0,0.0
2024-01-03,Miami,28.1,56.0,0.0
2024-01-04,Miami,26.7,65.0,0.0
2024-01-05,Miami,21.9,82.0,0.0
2024-01-06,Miami,26.0,60.0,0.0
2024-01-07,Miami,27.6,59.0,0.0
2024-01-08,Miami,30.3,60.0,0.0
2024-01-09,Miami,28.4,58.0,0.0
2024-01-10,Miami,28.1,60.0,0.0
2024-01-11,Miami,26.1,66.0,0.0
2024-01-12,Miami,27.2,59.0,0.0
2024-01-13,Miami,29.9,55.0,0.0
2024-01-14,Miami,22.2,79.0,4.1
2024-01-15,Miami,25.2,63.0,0.0
2024-01-16,Miami,24.0,64.0,0.0
2024-01-17,Miami,27.6,62.0,0.0
2024-01-18,Miami,30.2,63.0,0.0
2024-01-19,Miami,24.8,69.0,10.1
2024-01-20,Miami,19.5,79.0,0.0
2024-01-21,Miami,25.5,69.0,17.0
2024-01-22,Miami,29.6,52.0,0.0
2024-01-23,Miami,28.5,65.0,0.0
2024-01-24,Miami,28.3,65.0,0.0
2024-01-25,Miami,26.2,65.0,0.0
2024-01-26,Miami,23.3,78.0,0.0
2024-01-27,Miami,28.8,57.0,0.0
2024-01-28,Miami,24.8,76.0,0.0
2024-01-29,Miami,33.9,53.0,0.0
2024-01-30,Miami,29.2,60.0,0.0
2024-01-31,Miami,25.8,68.0,0.0
2024-02-01,Miami,25.8,68.0,0.0
2024-02-02,Miami,27.4,71.0,0.0
2024-02-03,Miami,27.0,61.0,0.0
2024-02-04,Miami,31.2,54.0,0.0
2024-02-05,Miami,28.5,68.0,0.0
2024-02-06,Miami,25.8,65.0,0.0
2024-02-07,Miami,33.7,57.0,0.0
2024-02-08,Miami,28.3,72.0,0.0
2024-02-09,Miami,30.5,57.0,0.0
2024-02-10,Miami,26.4,71.0,3.7
2024-02-11,Miami,29.4,55.0,0.0
2024-02-12,Miami,29.3,65.0,0.0
2024-02-13,Miami,22.8,75.0,0.0
2024-02-14,Miami,34.5,53.0,0.0
2024-02-15,Miami,32.4,52.0,1.6
2024-02-16,Miami,27.4,57.0,0.0
2024-02-17,Miami,25.4,72.0,0.0
2024-02-18,Miami,29.8,50.0,0.0
2024-02-19,Miami,29.1,60.0,0.0
2024-02-20,Miami,29.9,65.0,0.0
2024-02-21,Miami,29.5,62.0,0.0
2024-02-22,Miami,30.5,69.0,4.8
2024-02-23,Miami,33.3,58.0,0.0
2024-02-24,Miami,30.8,55.0,0.0
2024-02-25,Miami,26.0,68.0,0.0
2024-02-26,Miami,33.2,53.0,0.0
2024-02-27,Miami,34.1,44.0,0.0
2024-02-28,Miami,38.7,38.0,0.0
2024-02-29,Miami,25.9,65.0,0.0
2024-03-01,Miami,30.1,50.0,0.0
